8099.56268309	4931.4559465	7318.8680937	93.3226306149	
2738.94248987	8505.33980998	4183.05347686	44.740263822	
5207.39686328	7275.1015336	3480.72607281	31.1371770218	
4462.23887763	3540.63533143	5168.92682813	34.459802396	
8421.46951281	3800.70601655	2849.81986584	91.7055736869	
9159.56876815	8918.43808592	6922.17913672	34.7333593744	
6005.0597812	665.308155402	3168.92472874	92.3630891946	
7366.39092732	3078.56251263	1139.12009974	78.0567968542	
9701.82405787	3429.8908311	6755.54061658	29.9227381208	
12.328465217	1776.69798273	5147.25399145	22.6454316219	
4361.24895854	1604.07054139	28.737188407	48.1788081291	
4591.91918082	92.1549272602	877.039336617	64.6948478093	
1914.13288004	8161.13189315	4861.61292767	92.3908709558	
4297.63698357	9728.94789933	6630.63883594	73.2898103746	
8971.97682684	7083.50380854	7633.75275656	86.5566873357	
5785.88977793	8606.90126999	9933.16253858	6.5283129848	
8426.5753051	31.9479722024	7671.86066781	25.5406662606	
7549.44154026	6659.66460106	1248.23473971	87.8312879901	
2478.02950569	7212.86785429	7271.64576667	74.4991031974	
9478.89366289	6851.50786118	9300.68371755	67.2167568683	
1151.53306928	1760.57744516	4798.12735715	25.5025624678	
5028.87204597	5861.49503783	3998.07855571	79.4437538896	
7835.05907328	5609.52960557	4530.73241577	55.6157519891	
6095.06053596	745.839955525	8571.59826735	23.509499162	
9060.95490965	6004.2494656	4633.16678274	20.7570221671	
6572.07247793	5336.69074	1753.96218124	54.6906815036	
3936.94435274	6213.81594854	5701.6356088	70.742694365	
8312.85733912	5075.3658351	7179.90048213	56.9133503266	
8108.29133727	8446.85353028	1095.78212401	83.5842077585	
1354.83047043	3786.59137939	5240.0585153	7.31104649513	
7732.6616676	3109.96071401	405.764654142	71.7564289451	
8300.81904322	5071.07806882	8834.4361471	0.497605157962	
7950.88336737	9321.56701441	3848.59876293	59.6117726159	
9094.11863453	9207.20580175	8287.2769697	7.9142065412	
5525.86757588	9511.07140167	1097.03178339	37.9398304263	
9067.86780973	6127.25378418	7899.54231104	84.4623590422	
7253.04204142	1106.10009144	572.978202948	85.3228890744	
9464.76710594	269.953798327	3689.08660723	89.6540565048	
8858.15452134	9819.29888978	9166.87704645	65.8567540767	
7845.25531156	804.086651731	4531.8629771	31.2557335729	
2894.66042187	3227.45318694	832.472578213	85.5890412119	
4102.61381717	3151.94629149	5738.22602558	68.3328431651	
2668.25591222	7942.25016457	6753.63277811	87.3814555667	
9508.32755603	2532.65559554	3504.97883845	35.9493936566	
1625.68919723	6511.46994101	1269.57557267	97.6335358389	
6060.03053506	2160.47412946	8606.65228352	27.8640449009	
1461.1389893	5492.47352098	5911.65629241	58.3417277579	
1729.52104961	2749.70907203	4998.48329041	70.6840004647	
6312.88711114	8901.18509812	2312.52842279	31.0725498031	
8144.64672997	1765.02868696	8577.79706619	10.8182287948	
8029.24122065	2518.11482527	435.042403605	24.6801301765	
356.77842617	2261.93998152	5091.67130955	27.3850704262	
5171.54416478	7593.16454708	6597.74768726	62.4083758404	
4638.5312148	8790.68187887	6140.51861574	67.9608865419	
2291.49782164	3715.79369734	3269.14288736	14.9476651991	
9269.16504068	6914.52605572	476.470098473	33.1601521329	
9579.26275395	9449.84546162	8852.62478775	93.7342277732	
8346.72335982	3448.46126591	4696.20566688	55.8564809441	
828.227665143	523.620472115	7343.09035551	69.8884493919	
9634.94020809	7571.52879107	5668.48986268	81.1020328668	
8396.82295938	5415.66163723	1442.04536453	78.2837137308	
9115.72859983	5714.84147956	4745.73213064	0.589346953292	
9529.8084148	3016.94030886	2775.09419876	95.1863805997	
6164.53926522	8811.17746998	4017.49447685	8.15638471777	
8885.68224405	5335.16135992	8480.55749227	67.4036306158	
6107.71369869	1879.43205641	8320.21626748	71.5764331103	
3091.21417707	5972.29215818	8071.75626501	59.5078529986	
6224.2458883	6536.80437331	6289.4101515	87.4055245313	
8838.06312855	4737.41232933	5143.30480124	56.8248583168	
5055.24537596	7805.6560178	4670.62333009	43.5482805691	
2458.46476958	6286.9698182	9281.46882454	74.6128233841	
5695.36358319	3317.32900189	4300.23965669	36.3880212768	
1504.97962391	1480.1602914	6578.05769707	79.4697217346	
3031.44300053	3137.89184063	4907.78336089	56.6913988416	
7489.88222549	9459.98882243	6281.70846139	54.7824761268	
9960.66898161	7199.19283845	6746.40341832	3.4834772813	
90.7232465087	7864.36795887	3868.09887047	95.7453753845	
3787.86139873	3224.71127861	457.768844655	24.2954970244	
8320.98225131	6667.97071126	8747.78622254	73.1506791978	
9549.05231629	5693.5517474	5210.37318753	41.4964539957	
5931.00634608	3655.37923874	2843.58704777	67.1262779414	
2920.87679273	6799.75211206	202.811051131	60.697064523	
754.199309515	7141.29027152	680.397252088	64.373846784	
6091.49478139	8967.28832763	4123.92196832	61.4822730458	
7870.10895863	7767.09017077	3363.13151542	67.9629538679	
7110.45974982	281.516661755	9574.66783936	2.62995488032	
7252.15490749	1535.50066392	1858.41714562	9.60178024412	
2162.12772823	5123.82102574	7608.29850942	85.3931506773	
272.184670003	8836.90005931	3135.5537991	79.6533484314	
4721.89011882	7646.02376615	474.159956597	34.1463744916	
4285.50994279	5090.04409578	6254.3080922	64.1551720592	
3395.99173744	5792.40299436	350.157142895	36.1085374394	
5954.31022808	4342.24110138	1191.04842487	8.26546294081	
8358.99481236	3024.918472	4405.44994718	81.8914439693	
4465.45616205	1538.73069577	4792.9284979	84.8479556658	
7769.20381657	7413.13715809	1492.90590919	43.1947122137	
6040.3466871	631.420660704	7944.17483574	23.4210445258	
9491.98306009	7443.80743593	6142.8847352	99.3463439486	
6758.53887183	8942.50839943	5466.71632994	0.412994066596	
1871.11690371	9289.4850344	8943.52463117	26.6699366942	
